priority_rank,sku,product_name,category,location,zone,latest_system_qty,latest_physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,location_adjustment_exposure,variance_event_count,recurring_variance,count_records,recount_count,recount_rate,transaction_volume,location_recurrence_flag,control_tier,control_reason,count_action_flag,priority_score,recommended_count_frequency
420,SKU0138,Maintenance Parts 0138,Maintenance Parts,Z2-B02,Z2,1155,1155,0,0,34.60,39963.00,346.00,5,Y,13,11,84.62,104,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.74,Biweekly
421,SKU0182,Electrical Components 0182,Electrical Components,Z2-B02,Z2,960,960,0,0,77.40,74304.00,309.60,4,Y,13,11,91.67,110,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.67,Biweekly
422,SKU0009,Shipping Supplies 0009,Shipping Supplies,Z3-B03,Z3,557,557,0,0,37.30,20776.10,298.40,4,Y,13,11,84.62,112,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.66,Biweekly
423,SKU0067,Fasteners 0067,Fasteners,Z2-B02,Z2,508,508,0,0,11.90,6045.20,47.60,4,Y,13,11,91.67,162,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.62,Biweekly
424,SKU0002,Electrical Components 0002,Electrical Components,Z3-B03,Z3,593,593,0,0,11.40,6760.20,45.60,4,Y,13,10,83.33,162,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.60,Biweekly
425,SKU0122,Electrical Components 0122,Electrical Components,Z2-B02,Z2,684,684,0,0,95.40,65253.60,381.60,4,Y,13,11,84.62,94,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.60,Biweekly
426,SKU0145,Tools 0145,Tools,Z3-B03,Z3,897,897,0,0,60.50,54268.50,242.00,4,Y,13,11,84.62,122,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.59,Biweekly
427,SKU0082,Electrical Components 0082,Electrical Components,Z2-B02,Z2,1159,1159,0,0,67.40,78116.60,269.60,4,Y,13,11,84.62,116,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.57,Biweekly
428,SKU0074,Packaging 0074,Packaging,Z2-B02,Z2,483,483,0,0,37.80,18257.40,302.40,4,Y,13,10,83.33,108,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.50,Biweekly
429,SKU0117,Fasteners 0117,Fasteners,Z3-B03,Z3,928,928,0,0,76.90,71363.20,307.60,4,Y,13,11,84.62,104,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.35,Biweekly
430,SKU0050,Material Handling 0050,Material Handling,Z2-B02,Z2,724,724,0,0,69.00,49956.00,276.00,4,Y,13,11,91.67,109,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.28,Biweekly
431,SKU0169,Shipping Supplies 0169,Shipping Supplies,Z3-B03,Z3,773,773,0,0,29.30,22648.90,234.40,4,Y,13,10,83.33,117,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.26,Biweekly
432,SKU0269,Shipping Supplies 0269,Shipping Supplies,Z3-B03,Z3,573,573,0,0,39.30,22518.90,314.40,4,Y,13,10,83.33,100,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.22,Biweekly
433,SKU0017,Fasteners 0017,Fasteners,Z3-B03,Z3,476,476,0,0,66.90,31844.40,267.60,4,Y,13,11,91.67,108,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.14,Biweekly
434,SKU0069,Shipping Supplies 0069,Shipping Supplies,Z3-B03,Z3,922,922,0,0,19.30,17794.60,193.00,5,Y,13,10,83.33,121,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.04,Biweekly
435,SKU0073,Safety Supplies 0073,Safety Supplies,Z3-B03,Z3,537,537,0,0,34.10,18311.70,272.80,4,Y,13,10,83.33,104,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,53.00,Biweekly
436,SKU0245,Tools 0245,Tools,Z3-B03,Z3,882,882,0,0,70.50,62181.00,282.00,4,Y,13,10,83.33,102,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.99,Biweekly
437,SKU0234,Packaging 0234,Packaging,Z2-B02,Z2,702,702,0,0,29.80,20919.60,238.40,4,Y,13,10,83.33,109,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.90,Biweekly
438,SKU0177,Fasteners 0177,Fasteners,Z3-B03,Z3,674,674,0,0,58.90,39698.60,235.60,4,Y,13,10,83.33,107,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.77,Biweekly
439,SKU0298,Maintenance Parts 0298,Maintenance Parts,Z2-B02,Z2,626,626,0,0,26.60,16651.60,266.00,5,Y,13,10,83.33,100,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.73,Biweekly
440,SKU0210,Material Handling 0210,Material Handling,Z2-B02,Z2,911,911,0,0,61.00,55571.00,244.00,4,Y,13,10,83.33,104,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.70,Biweekly
441,SKU0142,Electrical Components 0142,Electrical Components,Z2-B02,Z2,655,655,0,0,49.40,32357.00,197.60,4,Y,13,10,83.33,113,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.68,Biweekly
442,SKU0205,Tools 0205,Tools,Z3-B03,Z3,624,624,0,0,42.50,26520.00,170.00,4,Y,13,10,83.33,118,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.66,Biweekly
443,SKU0233,Safety Supplies 0233,Safety Supplies,Z3-B03,Z3,655,655,0,0,26.10,17095.50,208.80,4,Y,13,10,83.33,110,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.65,Biweekly
444,SKU0045,Tools 0045,Tools,Z3-B03,Z3,514,514,0,0,50.50,25957.00,202.00,4,Y,13,10,83.33,109,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.53,Biweekly
445,SKU0105,Tools 0105,Tools,Z3-B03,Z3,714,714,0,0,32.50,23205.00,162.50,5,Y,13,11,84.62,116,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.48,Biweekly
446,SKU0038,Maintenance Parts 0038,Maintenance Parts,Z2-B02,Z2,557,557,0,0,24.60,13702.20,196.80,4,Y,13,10,83.33,108,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.43,Biweekly
447,SKU0170,Material Handling 0170,Material Handling,Z2-B02,Z2,701,701,0,0,33.00,23133.00,132.00,4,Y,13,10,83.33,119,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.32,Biweekly
448,SKU0134,Packaging 0134,Packaging,Z2-B02,Z2,869,869,0,0,19.80,17206.20,158.40,4,Y,13,10,83.33,113,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.29,Biweekly
449,SKU0242,Electrical Components 0242,Electrical Components,Z2-B02,Z2,590,590,0,0,59.40,35046.00,237.60,4,Y,13,10,83.33,94,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,52.14,Biweekly
450,SKU0270,Material Handling 0270,Material Handling,Z2-B02,Z2,586,586,0,0,43.00,25198.00,172.00,4,Y,13,10,83.33,104,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.97,Biweekly
451,SKU0077,Fasteners 0077,Fasteners,Z3-B03,Z3,774,774,0,0,48.90,37848.60,195.60,4,Y,13,11,84.62,99,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.96,Biweekly
452,SKU0110,Material Handling 0110,Material Handling,Z2-B02,Z2,1184,1184,0,0,51.00,60384.00,204.00,4,Y,13,11,84.62,97,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.95,Biweekly
453,SKU0010,Material Handling 0010,Material Handling,Z2-B02,Z2,549,549,0,0,41.00,22509.00,164.00,4,Y,13,10,83.33,105,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.94,Biweekly
454,SKU0133,Safety Supplies 0133,Safety Supplies,Z3-B03,Z3,752,752,0,0,16.10,12107.20,128.80,4,Y,13,10,83.33,111,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.89,Biweekly
455,SKU0198,Maintenance Parts 0198,Maintenance Parts,Z2-B02,Z2,710,710,0,0,16.60,11786.00,132.80,4,Y,13,10,83.33,110,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.88,Biweekly
456,SKU0034,Packaging 0034,Packaging,Z2-B02,Z2,926,926,0,0,9.80,9074.80,98.00,5,Y,13,10,83.33,114,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.72,Biweekly
457,SKU0202,Electrical Components 0202,Electrical Components,Z2-B02,Z2,1071,1071,0,0,31.40,33629.40,125.60,4,Y,13,10,83.33,107,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.65,Biweekly
458,SKU0102,Electrical Components 0102,Electrical Components,Z2-B02,Z2,486,486,0,0,21.40,10400.40,85.60,4,Y,13,10,83.33,115,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.65,Biweekly
459,SKU0070,Material Handling 0070,Material Handling,Z2-B02,Z2,952,952,0,0,23.00,21896.00,92.00,4,Y,13,11,84.62,113,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.61,Biweekly
460,SKU0294,Packaging 0294,Packaging,Z2-B02,Z2,917,917,0,0,11.80,10820.60,94.40,4,Y,13,10,83.33,112,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.59,Biweekly
461,SKU0037,Fasteners 0037,Fasteners,Z3-B03,Z3,499,499,0,0,20.90,10429.10,83.60,4,Y,13,11,84.62,113,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.53,Biweekly
462,SKU0042,Electrical Components 0042,Electrical Components,Z2-B02,Z2,970,970,0,0,39.40,38218.00,157.60,4,Y,13,11,84.62,97,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.47,Biweekly
463,SKU0005,Tools 0005,Tools,Z3-B03,Z3,1016,1016,0,0,22.50,22860.00,90.00,4,Y,13,10,83.33,110,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.44,Biweekly
464,SKU0265,Tools 0265,Tools,Z3-B03,Z3,942,942,0,0,24.50,23079.00,122.50,5,Y,13,10,83.33,103,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.42,Biweekly
465,SKU0237,Fasteners 0237,Fasteners,Z3-B03,Z3,1008,1008,0,0,40.90,41227.20,163.60,4,Y,13,10,83.33,94,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.38,Biweekly
466,SKU0230,Material Handling 0230,Material Handling,Z2-B02,Z2,1128,1128,0,0,15.00,16920.00,75.00,5,Y,13,10,83.33,111,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.34,Biweekly
467,SKU0293,Safety Supplies 0293,Safety Supplies,Z3-B03,Z3,876,876,0,0,8.10,7095.60,64.80,4,Y,13,11,84.62,113,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.34,Biweekly
468,SKU0197,Fasteners 0197,Fasteners,Z3-B03,Z3,652,653,-1,1,12.90,8423.70,64.50,5,Y,13,10,83.33,110,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.18,Biweekly
469,SKU0297,Fasteners 0297,Fasteners,Z3-B03,Z3,526,526,0,0,22.90,12045.40,91.60,4,Y,13,10,83.33,104,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.16,Biweekly
470,SKU0229,Shipping Supplies 0229,Shipping Supplies,Z3-B03,Z3,946,946,0,0,11.30,10689.80,90.40,4,Y,13,10,83.33,103,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.09,Biweekly
471,SKU0137,Fasteners 0137,Fasteners,Z3-B03,Z3,1178,1178,0,0,30.90,36400.20,123.60,4,Y,13,10,83.33,95,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,51.03,Biweekly
472,SKU0002,Electrical Components 0002,Electrical Components,Z2-B02,Z2,695,695,0,0,11.40,7923.00,45.60,4,Y,13,11,84.62,110,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,50.99,Biweekly
473,SKU0098,Maintenance Parts 0098,Maintenance Parts,Z2-B02,Z2,927,927,0,0,6.60,6118.20,52.80,4,Y,13,10,83.33,107,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,50.91,Biweekly
474,SKU0130,Material Handling 0130,Material Handling,Z2-B02,Z2,490,490,0,0,5.00,2450.00,20.00,4,Y,13,10,83.33,111,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,50.78,Biweekly
475,SKU0065,Tools 0065,Tools,Z3-B03,Z3,558,558,0,0,4.50,2511.00,18.00,4,Y,13,10,83.33,107,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,50.56,Biweekly
476,SKU0033,Safety Supplies 0033,Safety Supplies,Z3-B03,Z3,1016,1016,0,0,6.10,6197.60,48.80,4,Y,13,10,83.33,100,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,50.52,Biweekly
477,SKU0165,Tools 0165,Tools,Z3-B03,Z3,1148,1148,0,0,14.50,16646.00,58.00,4,Y,13,10,83.33,95,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,50.36,Biweekly
478,SKU0262,Electrical Components 0262,Electrical Components,Z2-B02,Z2,695,695,0,0,13.40,9313.00,53.60,4,Y,13,10,83.33,91,Y,High,High: recurring SKU/location variance with repeated recount or material adjustment exposure,Y,50.12,Biweekly
479,SKU0056,Consumables 0056,Consumables,Z3-B03,Z3,116,116,0,0,91.20,10579.20,0.00,0,N,13,10,83.33,198,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.95,Monthly
480,SKU0081,Industrial Supplies 0081,Industrial Supplies,Z2-B02,Z2,595,595,0,0,63.70,37901.50,0.00,0,N,13,10,83.33,198,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.95,Monthly
481,SKU0161,Industrial Supplies 0161,Industrial Supplies,Z2-B02,Z2,320,320,0,0,119.70,38304.00,0.00,0,N,13,11,84.62,198,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.95,Monthly
482,SKU0176,Consumables 0176,Consumables,Z3-B03,Z3,71,71,0,0,55.20,3919.20,0.00,0,N,13,10,83.33,198,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.95,Monthly
483,SKU0216,Consumables 0216,Consumables,Z3-B03,Z3,257,257,0,0,83.20,21382.40,0.00,0,N,13,10,83.33,198,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.95,Monthly
484,SKU0281,Industrial Supplies 0281,Industrial Supplies,Z2-B02,Z2,244,244,0,0,83.70,20422.80,0.00,0,N,13,10,83.33,198,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.95,Monthly
485,SKU0296,Consumables 0296,Consumables,Z3-B03,Z3,46,46,0,0,19.20,883.20,0.00,0,N,13,10,83.33,198,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.95,Monthly
486,SKU0041,Industrial Supplies 0041,Industrial Supplies,Z2-B02,Z2,363,363,0,0,35.70,12959.10,0.00,0,N,13,10,83.33,197,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.90,Monthly
487,SKU0076,Consumables 0076,Consumables,Z3-B03,Z3,124,124,0,0,45.20,5604.80,0.00,0,N,13,10,83.33,197,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.90,Monthly
488,SKU0091,Industrial Supplies 0091,Industrial Supplies,Z3-B03,Z3,826,826,0,0,100.70,83178.20,0.00,0,N,13,10,83.33,197,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.90,Monthly
489,SKU0201,Industrial Supplies 0201,Industrial Supplies,Z2-B02,Z2,536,536,0,0,27.70,14847.20,0.00,0,N,13,11,84.62,197,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.90,Monthly
490,SKU0221,Industrial Supplies 0221,Industrial Supplies,Z2-B02,Z2,521,521,0,0,101.70,52985.70,0.00,0,N,13,10,83.33,197,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.90,Monthly
491,SKU0276,Consumables 0276,Consumables,Z3-B03,Z3,536,536,0,0,65.20,34947.20,0.00,0,N,13,11,84.62,197,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.90,Monthly
492,SKU0016,Consumables 0016,Consumables,Z3-B03,Z3,638,638,0,0,63.20,40321.60,0.00,0,N,13,10,83.33,196,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.85,Monthly
493,SKU0051,Industrial Supplies 0051,Industrial Supplies,Z3-B03,Z3,626,626,0,0,72.70,45510.20,0.00,0,N,13,11,91.67,196,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.85,Monthly
494,SKU0061,Industrial Supplies 0061,Industrial Supplies,Z2-B02,Z2,365,365,0,0,109.70,40040.50,0.00,0,N,13,10,83.33,196,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.85,Monthly
495,SKU0096,Consumables 0096,Consumables,Z3-B03,Z3,357,357,0,0,119.20,42554.40,0.00,0,N,13,10,83.33,196,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.85,Monthly
496,SKU0141,Industrial Supplies 0141,Industrial Supplies,Z2-B02,Z2,135,135,0,0,45.70,6169.50,0.00,0,N,13,10,83.33,196,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.85,Monthly
497,SKU0176,Consumables 0176,Consumables,Z2-B02,Z2,90,90,0,0,55.20,4968.00,0.00,0,N,13,10,83.33,196,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.85,Monthly
498,SKU0181,Industrial Supplies 0181,Industrial Supplies,Z2-B02,Z2,322,322,0,0,73.70,23731.40,0.00,0,N,13,10,83.33,196,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.85,Monthly
499,SKU0196,Consumables 0196,Consumables,Z2-B02,Z2,290,290,0,0,9.20,2668.00,0.00,0,N,13,10,83.33,196,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.85,Monthly
500,SKU0001,Industrial Supplies 0001,Industrial Supplies,Z2-B02,Z2,72,72,0,0,7.70,554.40,0.00,0,N,13,10,83.33,195,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.80,Monthly
501,SKU0021,Industrial Supplies 0021,Industrial Supplies,Z2-B02,Z2,132,132,0,0,81.70,10784.40,0.00,0,N,13,10,83.33,195,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.80,Monthly
502,SKU0036,Consumables 0036,Consumables,Z2-B02,Z2,854,854,0,0,17.20,14688.80,0.00,0,N,13,11,84.62,195,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.80,Monthly
503,SKU0036,Consumables 0036,Consumables,Z3-B03,Z3,12,12,0,0,17.20,206.40,0.00,0,N,13,10,83.33,195,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.80,Monthly
504,SKU0096,Consumables 0096,Consumables,Z2-B02,Z2,413,413,0,0,119.20,49229.60,0.00,0,N,13,10,83.33,195,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.80,Monthly
505,SKU0101,Industrial Supplies 0101,Industrial Supplies,Z2-B02,Z2,533,533,0,0,17.70,9434.10,0.00,0,N,13,11,91.67,195,Y,Watch,Watch: variance or recount pattern warrants monitoring,N,29.80,Monthly
