priority_rank,sku,product_name,category,supplier,location,zone,system_qty,physical_qty,quantity_variance,absolute_quantity_variance,unit_cost,inventory_value,cumulative_adjustment_value,average_daily_demand,days_of_supply,reorder_point,safety_stock,lead_time_days,stockout_risk_flag,historical_stockout_observation_count,variance_event_count,materiality_flag,risk_tier,risk_reason,current_action_flag,priority_score,recommended_count_frequency
620,SKU0062,Electrical Components 0062,Electrical Components,Blue Ridge Supply,Z1-B04,Z1,16,16,0,4.0,113.40,1814.40,453.60,11.42,1.40,62,40,6,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,49.00,Weekly
621,SKU0045,Tools 0045,Tools,Summit Packaging,Z1-B04,Z1,0,0,0,8.0,50.50,0.00,404.00,10.83,0.00,35,35,13,Y,180,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,49.00,Weekly
622,SKU0222,Electrical Components 0222,Electrical Components,Blue Ridge Supply,Z2-B04,Z2,39,39,0,4.0,105.40,4110.60,421.60,10.97,3.55,62,40,10,Y,180,2,Y,Critical,Critical: physical quantity <= safety stock with materiality and current stockout-risk condition,Y,49.00,Weekly
623,SKU0060,Material Handling 0060,Material Handling,Summit Packaging,Z1-B03,Z1,0,0,0,4.0,106.00,0.00,424.00,11.36,0.00,40,30,10,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.98,Weekly
624,SKU0062,Electrical Components 0062,Electrical Components,Blue Ridge Supply,Z2-B02,Z2,0,0,0,4.0,113.40,0.00,453.60,11.42,0.00,62,40,6,Y,163,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.98,Weekly
625,SKU0189,Shipping Supplies 0189,Shipping Supplies,Harbor Safety,Z3-B03,Z3,0,0,0,4.0,103.30,0.00,413.20,11.17,0.00,99,35,13,Y,180,2,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.97,Weekly
626,SKU0224,Packaging 0224,Packaging,Harbor Safety,Z3-B04,Z3,12,12,0,4.0,112.80,1353.60,451.20,11.33,1.06,84,10,6,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,48.96,Weekly
627,SKU0056,Consumables 0056,Consumables,Atlas Industrial,Z2-B03,Z2,0,0,0,4.0,91.20,0.00,364.80,10.94,0.00,76,10,18,Y,180,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.96,Weekly
628,SKU0220,Material Handling 0220,Material Handling,Summit Packaging,Z2-B02,Z2,0,0,0,4.0,98.00,0.00,392.00,10.92,0.00,40,30,14,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.95,Weekly
629,SKU0249,Shipping Supplies 0249,Shipping Supplies,Harbor Safety,Z3-B04,Z3,81,81,0,4.0,85.30,6909.30,341.20,11.61,6.98,39,15,19,Y,180,4,N,Watch,Watch: days of supply <= lead time,N,48.95,Biweekly
630,SKU0045,Tools 0045,Tools,Summit Packaging,Z2-B01,Z2,0,0,0,8.0,50.50,0.00,404.00,10.83,0.00,35,35,13,Y,180,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.94,Weekly
631,SKU0220,Material Handling 0220,Material Handling,Summit Packaging,Z1-B03,Z1,0,0,0,4.0,98.00,0.00,392.00,10.92,0.00,40,30,14,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.94,Weekly
632,SKU0089,Shipping Supplies 0089,Shipping Supplies,Harbor Safety,Z1-B02,Z1,51,51,0,4.0,93.30,4758.30,373.20,10.83,4.71,39,15,15,Y,178,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,48.92,Biweekly
633,SKU0056,Consumables 0056,Consumables,Atlas Industrial,Z2-B01,Z2,3,3,0,4.0,91.20,273.60,364.80,10.94,0.27,76,10,18,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.92,Weekly
634,SKU0207,Fasteners 0207,Fasteners,Blue Ridge Supply,Z3-B04,Z3,0,0,0,8.0,49.90,0.00,399.20,11.36,0.00,57,45,13,Y,180,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.92,Weekly
635,SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z1-B01,Z1,46,46,0,8.0,52.60,2419.60,420.80,10.94,4.20,78,40,10,Y,177,4,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,48.91,Biweekly
636,SKU0119,Shipping Supplies 0119,Shipping Supplies,Harbor Safety,Z3-B01,Z3,30,30,0,5.0,84.30,2529.00,421.50,11.36,2.64,49,45,9,Y,171,5,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,48.91,Biweekly
637,SKU0095,Tools 0095,Tools,Summit Packaging,Z3-B03,Z3,0,0,0,3.0,115.50,0.00,346.50,11.61,0.00,25,45,21,Y,180,3,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.91,Weekly
638,SKU0078,Maintenance Parts 0078,Maintenance Parts,Cedar Components,Z2-B03,Z2,20,20,0,8.0,52.60,1052.00,420.80,10.94,1.83,78,40,10,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.88,Weekly
639,SKU0244,Packaging 0244,Packaging,Harbor Safety,Z3-B01,Z3,58,58,0,5.0,66.80,3874.40,334.00,10.97,5.29,64,30,20,Y,180,5,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,48.87,Biweekly
640,SKU0089,Shipping Supplies 0089,Shipping Supplies,Harbor Safety,Z3-B04,Z3,50,50,0,4.0,93.30,4665.00,373.20,10.83,4.62,39,15,15,Y,180,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,48.87,Biweekly
641,SKU0062,Electrical Components 0062,Electrical Components,Blue Ridge Supply,Z1-B01,Z1,0,0,0,4.0,113.40,0.00,453.60,11.42,0.00,62,40,6,Y,165,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.85,Weekly
642,SKU0111,Industrial Supplies 0111,Industrial Supplies,Atlas Industrial,Z2-B04,Z2,7,7,0,8.0,54.70,382.90,437.60,10.83,0.65,41,45,7,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.83,Weekly
643,SKU0062,Electrical Components 0062,Electrical Components,Blue Ridge Supply,Z2-B04,Z2,0,0,0,4.0,113.40,0.00,453.60,11.42,0.00,62,40,6,Y,180,2,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.82,Weekly
644,SKU0091,Industrial Supplies 0091,Industrial Supplies,Atlas Industrial,Z2-B03,Z2,49,49,0,4.0,100.70,4934.30,402.80,11.19,4.38,61,25,11,Y,180,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,48.80,Weekly
645,SKU0222,Electrical Components 0222,Electrical Components,Blue Ridge Supply,Z1-B01,Z1,0,0,0,4.0,105.40,0.00,421.60,10.97,0.00,62,40,10,Y,180,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.80,Weekly
646,SKU0224,Packaging 0224,Packaging,Harbor Safety,Z2-B02,Z2,17,17,0,4.0,112.80,1917.60,451.20,11.33,1.50,84,10,6,Y,162,2,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,48.79,Weekly
647,SKU0245,Tools 0245,Tools,Summit Packaging,Z2-B01,Z2,70,70,0,6.0,70.50,4935.00,423.00,11.19,6.25,75,35,9,Y,173,3,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,48.78,Biweekly
648,SKU0273,Safety Supplies 0273,Safety Supplies,Cedar Components,Z2-B02,Z2,57,57,0,8.0,54.10,3083.70,432.80,11.36,5.02,63,15,7,Y,179,4,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,48.77,Biweekly
649,SKU0091,Industrial Supplies 0091,Industrial Supplies,Atlas Industrial,Z3-B04,Z3,30,30,0,4.0,100.70,3021.00,402.80,11.19,2.68,61,25,11,Y,177,4,Y,Critical,Critical: days of supply <= 0.25 lead time,Y,48.76,Weekly
650,SKU0259,Shipping Supplies 0259,Shipping Supplies,Harbor Safety,Z3-B04,Z3,0,0,0,3.0,122.30,0.00,366.90,11.58,0.00,69,25,17,Y,180,3,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.75,Weekly
651,SKU0111,Industrial Supplies 0111,Industrial Supplies,Atlas Industrial,Z1-B03,Z1,5,5,0,8.0,54.70,273.50,437.60,10.83,0.46,41,45,7,Y,174,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.74,Weekly
652,SKU0093,Safety Supplies 0093,Safety Supplies,Cedar Components,Z3-B02,Z3,39,39,0,4.0,108.10,4215.90,432.40,11.25,3.47,83,35,7,Y,132,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,48.73,Weekly
653,SKU0240,Material Handling 0240,Material Handling,Summit Packaging,Z3-B02,Z3,14,14,0,8.0,52.00,728.00,416.00,11.47,1.22,20,10,10,Y,172,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.72,Weekly
654,SKU0249,Shipping Supplies 0249,Shipping Supplies,Harbor Safety,Z3-B01,Z3,37,37,0,4.0,85.30,3156.10,341.20,11.61,3.19,39,15,19,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.71,Weekly
655,SKU0281,Industrial Supplies 0281,Industrial Supplies,Atlas Industrial,Z2-B03,Z2,8,8,0,5.0,83.70,669.60,418.50,11.58,0.69,71,15,9,Y,158,5,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.69,Weekly
656,SKU0273,Safety Supplies 0273,Safety Supplies,Cedar Components,Z2-B03,Z2,53,53,0,8.0,54.10,2867.30,432.80,11.36,4.67,63,15,7,Y,172,4,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,48.68,Biweekly
657,SKU0048,Maintenance Parts 0048,Maintenance Parts,Cedar Components,Z2-B03,Z2,36,36,0,6.0,61.60,2217.60,369.60,11.33,3.18,68,10,16,Y,180,3,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.68,Weekly
658,SKU0083,Safety Supplies 0083,Safety Supplies,Cedar Components,Z2-B03,Z2,0,0,0,6.0,71.10,0.00,426.60,11.58,0.00,53,25,9,Y,180,3,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.66,Weekly
659,SKU0093,Safety Supplies 0093,Safety Supplies,Cedar Components,Z2-B01,Z2,33,33,0,4.0,108.10,3567.30,432.40,11.25,2.93,83,35,7,Y,172,4,Y,Critical,Critical: physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.65,Weekly
660,SKU0082,Electrical Components 0082,Electrical Components,Blue Ridge Supply,Z3-B03,Z3,0,0,0,5.0,67.40,0.00,337.00,11.36,0.00,42,20,20,Y,180,5,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.65,Weekly
661,SKU0087,Fasteners 0087,Fasteners,Blue Ridge Supply,Z3-B03,Z3,25,25,0,4.0,85.90,2147.50,343.60,11.08,2.26,97,45,19,Y,179,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.63,Weekly
662,SKU0283,Safety Supplies 0283,Safety Supplies,Cedar Components,Z2-B03,Z2,0,0,0,5.0,91.10,0.00,455.50,11.64,0.00,93,25,5,Y,176,3,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.62,Weekly
663,SKU0251,Industrial Supplies 0251,Industrial Supplies,Atlas Industrial,Z3-B04,Z3,11,11,0,4.0,92.70,1019.70,370.80,11.36,0.97,61,25,15,Y,177,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.60,Weekly
664,SKU0144,Packaging 0144,Packaging,Harbor Safety,Z3-B03,Z3,53,53,0,8.0,56.80,3010.40,454.40,10.94,4.84,84,10,4,Y,124,4,Y,Watch,Watch: physical quantity <= reorder point or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,48.59,Biweekly
665,SKU0279,Shipping Supplies 0279,Shipping Supplies,Harbor Safety,Z1-B02,Z1,0,0,0,5.0,76.30,0.00,381.50,11.22,0.00,49,45,13,Y,180,5,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.57,Weekly
666,SKU0255,Tools 0255,Tools,Summit Packaging,Z1-B03,Z1,0,0,0,4.0,107.50,0.00,430.00,11.17,0.00,25,45,7,Y,174,4,Y,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.51,Weekly
667,SKU0255,Tools 0255,Tools,Summit Packaging,Z1-B01,Z1,18,18,0,4.0,107.50,1935.00,430.00,11.17,1.61,25,45,7,Y,175,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.50,Weekly
668,SKU0253,Safety Supplies 0253,Safety Supplies,Cedar Components,Z3-B02,Z3,6,6,0,4.0,100.10,600.60,400.40,10.81,0.56,83,35,11,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.49,Weekly
669,SKU0251,Industrial Supplies 0251,Industrial Supplies,Atlas Industrial,Z1-B04,Z1,41,41,0,4.0,92.70,3800.70,370.80,11.36,3.61,61,25,15,Y,180,2,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.48,Weekly
670,SKU0273,Safety Supplies 0273,Safety Supplies,Cedar Components,Z1-B01,Z1,0,0,0,8.0,54.10,0.00,432.80,11.36,0.00,63,15,7,Y,175,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.47,Weekly
671,SKU0149,Shipping Supplies 0149,Shipping Supplies,Harbor Safety,Z2-B03,Z2,157,157,0,4.0,75.30,11822.10,301.20,11.58,13.55,59,35,21,Y,180,4,N,Watch,Watch: days of supply <= lead time,N,48.46,Biweekly
672,SKU0205,Tools 0205,Tools,Summit Packaging,Z3-B02,Z3,175,175,0,8.0,42.50,7437.50,340.00,11.61,15.07,35,35,17,Y,179,4,N,Watch,Watch: days of supply <= lead time,N,48.44,Biweekly
673,SKU0284,Packaging 0284,Packaging,Harbor Safety,Z2-B03,Z2,69,69,0,4.0,94.80,6541.20,379.20,11.47,6.01,24,30,12,Y,180,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,48.44,Biweekly
674,SKU0172,Electrical Components 0172,Electrical Components,Blue Ridge Supply,Z1-B02,Z1,51,51,0,8.0,40.40,2060.40,323.20,11.42,4.47,72,30,20,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.43,Weekly
675,SKU0253,Safety Supplies 0253,Safety Supplies,Cedar Components,Z2-B01,Z2,2,2,0,4.0,100.10,200.20,400.40,10.81,0.19,83,35,11,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.42,Weekly
676,SKU0172,Electrical Components 0172,Electrical Components,Blue Ridge Supply,Z2-B04,Z2,26,26,0,8.0,40.40,1050.40,323.20,11.42,2.28,72,30,20,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.42,Weekly
677,SKU0093,Safety Supplies 0093,Safety Supplies,Cedar Components,Z3-B04,Z3,8,8,0,4.0,108.10,864.80,432.40,11.25,0.71,83,35,7,Y,180,2,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.39,Weekly
678,SKU0010,Material Handling 0010,Material Handling,Summit Packaging,Z3-B01,Z3,0,0,0,8.0,41.00,0.00,328.00,11.19,0.00,50,20,20,Y,180,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.38,Weekly
679,SKU0284,Packaging 0284,Packaging,Harbor Safety,Z3-B01,Z3,51,51,0,4.0,94.80,4834.80,379.20,11.47,4.45,24,30,12,Y,180,4,Y,Watch,Watch: days of supply <= lead time or materiality flag=Y and recurring variance (at least two non-zero variance snapshots),N,48.37,Biweekly
680,SKU0043,Safety Supplies 0043,Safety Supplies,Cedar Components,Z3-B03,Z3,107,107,0,8.0,43.10,4611.70,344.80,11.08,9.65,93,25,17,Y,180,4,N,Watch,Watch: days of supply <= lead time,N,48.37,Biweekly
681,SKU0046,Consumables 0046,Consumables,Atlas Industrial,Z3-B01,Z3,61,61,0,6.0,54.20,3306.20,325.20,10.97,5.56,46,40,20,Y,180,3,N,Watch,Watch: days of supply <= lead time,N,48.37,Biweekly
682,SKU0118,Maintenance Parts 0118,Maintenance Parts,Cedar Components,Z2-B04,Z2,0,0,0,4.0,80.60,0.00,322.40,11.75,0.00,38,40,20,Y,180,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.34,Weekly
683,SKU0081,Industrial Supplies 0081,Industrial Supplies,Atlas Industrial,Z3-B01,Z3,6,6,0,6.0,63.70,382.20,382.20,11.22,0.53,31,15,13,Y,180,3,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.32,Weekly
684,SKU0122,Electrical Components 0122,Electrical Components,Blue Ridge Supply,Z1-B01,Z1,41,41,0,4.0,95.40,3911.40,381.60,10.94,3.75,82,20,12,Y,180,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,48.31,Weekly
685,SKU0076,Consumables 0076,Consumables,Atlas Industrial,Z2-B04,Z2,55,55,0,8.0,45.20,2486.00,361.60,11.19,4.91,56,30,14,Y,178,4,N,Watch,Watch: physical quantity <= reorder point or days of supply <= lead time,N,48.30,Biweekly
686,SKU0148,Maintenance Parts 0148,Maintenance Parts,Cedar Components,Z3-B02,Z3,72,72,0,5.0,71.60,5155.20,358.00,11.36,6.34,48,30,14,Y,180,5,N,Watch,Watch: days of supply <= lead time,N,48.30,Biweekly
687,SKU0153,Safety Supplies 0153,Safety Supplies,Cedar Components,Z2-B01,Z2,117,117,0,4.0,90.10,10541.70,360.40,11.08,10.56,23,15,13,Y,136,4,N,Watch,Watch: days of supply <= lead time,N,48.29,Biweekly
688,SKU0043,Safety Supplies 0043,Safety Supplies,Cedar Components,Z2-B02,Z2,13,13,0,8.0,43.10,560.30,344.80,11.08,1.17,93,25,17,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.29,Weekly
689,SKU0208,Maintenance Parts 0208,Maintenance Parts,Cedar Components,Z1-B02,Z1,44,44,0,6.0,53.60,2358.40,321.60,11.19,3.93,68,10,20,Y,180,3,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.29,Weekly
690,SKU0286,Consumables 0286,Consumables,Atlas Industrial,Z2-B03,Z2,41,41,0,4.0,102.20,4190.20,408.80,10.92,3.76,46,40,8,Y,173,4,Y,High,High: physical quantity <= reorder point and days of supply <= lead time; materiality flag=Y,Y,48.29,Weekly
691,SKU0172,Electrical Components 0172,Electrical Components,Blue Ridge Supply,Z2-B03,Z2,32,32,0,8.0,40.40,1292.80,323.20,11.42,2.80,72,30,20,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.28,Weekly
692,SKU0043,Safety Supplies 0043,Safety Supplies,Cedar Components,Z3-B04,Z3,18,18,0,8.0,43.10,775.80,344.80,11.08,1.62,93,25,17,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.28,Weekly
693,SKU0183,Safety Supplies 0183,Safety Supplies,Cedar Components,Z2-B04,Z2,52,52,0,5.0,81.10,4217.20,405.50,11.61,4.48,33,45,7,Y,57,5,N,Watch,Watch: days of supply <= lead time,N,48.24,Biweekly
694,SKU0076,Consumables 0076,Consumables,Atlas Industrial,Z1-B03,Z1,64,64,0,8.0,45.20,2892.80,361.60,11.19,5.72,56,30,14,Y,180,4,N,Watch,Watch: days of supply <= lead time,N,48.24,Biweekly
695,SKU0042,Electrical Components 0042,Electrical Components,Blue Ridge Supply,Z3-B04,Z3,0,0,0,10.0,39.40,0.00,394.00,11.47,0.00,82,20,10,Y,180,5,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.24,Weekly
696,SKU0120,Material Handling 0120,Material Handling,Summit Packaging,Z1-B03,Z1,0,0,0,4.0,88.00,0.00,352.00,11.19,0.00,60,10,16,Y,180,4,N,Critical,Critical: physical quantity = 0 and days of supply <= 0.25 lead time,Y,48.23,Weekly
697,SKU0075,Tools 0075,Tools,Summit Packaging,Z2-B01,Z2,68,68,0,10.0,41.50,2822.00,415.00,11.36,5.99,45,25,7,Y,147,5,N,Watch,Watch: days of supply <= lead time,N,48.23,Biweekly
698,SKU0280,Material Handling 0280,Material Handling,Summit Packaging,Z1-B01,Z1,36,36,0,4.0,80.00,2880.00,320.00,11.36,3.17,60,10,20,Y,180,4,N,Critical,Critical: days of supply <= 0.25 lead time,Y,48.23,Weekly
699,SKU0153,Safety Supplies 0153,Safety Supplies,Cedar Components,Z2-B04,Z2,64,64,0,4.0,90.10,5766.40,360.40,11.08,5.77,23,15,13,Y,180,4,N,Watch,Watch: days of supply <= lead time,N,48.23,Biweekly
700,SKU0149,Shipping Supplies 0149,Shipping Supplies,Harbor Safety,Z1-B04,Z1,96,96,0,4.0,75.30,7228.80,301.20,11.58,8.29,59,35,21,Y,180,4,N,Watch,Watch: days of supply <= lead time,N,48.21,Biweekly
701,SKU0122,Electrical Components 0122,Electrical Components,Blue Ridge Supply,Z3-B01,Z3,7,7,0,4.0,95.40,667.80,381.60,10.94,0.64,82,20,12,Y,180,4,Y,Critical,Critical: days of supply <= 0.25 lead time and physical quantity <= safety stock with materiality and current stockout-risk condition,Y,48.21,Weekly
